tfcwkerMvmnCnterNm,rdnmadr,lnmadr,latitude,longitude,carHoldCo,carHoldKnd,slopeVhcleCo,liftVhcleCo,rceptPhoneNumber,rceptItnadr,appSvcNm,weekdayRceptOpenHhmm,weekdayRceptColseHhmm,wkendRceptOpenHhmm,wkendRceptCloseHhmm,weekdayOperOpenHhmm,weekdayOperColseHhmm,wkendOperOpenHhmm,wkendOperCloseHhmm,beffatResvePd,useLmtt,insideOpratArea,outsideOpratArea,useTrget,useCharge,institutionNm,phoneNumber,referenceDate,insttCode,insttNm
사)충남지체장애인협회 당진시지회,충청남도 당진시 백암1길 61,충청남도 당진시 채운동 170-2,36.88724061,126.6247065,14,"카니발,그랜드스타렉스",12,2,1644-5588,http://corona19.dangjin.go.kr/,,00:00,23:59,00:00,23:59,08:00,19:00,09:00,17:00,7일,,당진시 전지역,"서울,대전,인천,충북,경기도","장애등급 1급 또는 2급 장애인, 호흡기, 자폐, 정신, 지적, 1,2급에 해당하는 장애인으로써 대중교통수단의 이용이 어려운 사람 (그외 목발, 휠체어등 보장구를 사용하는 장애인) 제2조제1항에 따른 3급에 해당하는 장애인중 뇌병변 장애 또는 하지에 장애가 있는 지체장애인. 65세 이상자 중 휠체어 또는 보조기구를 이용하는 대중교통수단 등의 이용이 어려운 사람.  일시적으로 휠체어를 이용하는 사람.  차량이용시 이용자1인  보호자1인 이용가능","관내-기본요금 2km : 1.400원      -추가요금 :130원/1km      -관내 최대요금:3,200원관외-km당 260원      -대기료 1시간당 4,000원      -(병원진료시 최대 3시간)      -왕복통행료(편도,왕복)      -주차료 발생시 주차비",당진시 교통과,041-350-4523,2021-09-23,5680000,충청남도 당진시
봄내콜이동지원센터,강원특별자치도 춘천시 동면 소양강로 304-11(장학리),강원특별자치도 춘천시 동면 장학리 464-1,37.914628,127.748277,40,카니발+K5,35,0,1577-2014,http://call.gwd.go.kr,강원특별자치도 광역 교통약자,09:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,휠체어이용자(7일)+휠체어미이용자(6일),,춘천시 전지역,강원특별자치도+서울+가평,보행상의 장애인으로서 장애정도가 심한 장애인 중 휠체어이용자+만65세이상 대중교통이용이 어려운 사람 중 휠체어이용자+일시적 휠체어 사용자,4km 당 1100원+1km 당 100원/관외이용시 대기료 1시간 무료+초과 시 30분당 2000원/고속도로(유료도료)통행료는 이용자부담(기초생활수급자 통행료 면제),강원특별자치도 춘천시청,033-250-3364,2025-11-14,4181000,강원특별자치도 춘천시
강원특별자치도 교통약자 광역이동지원센터,강원특별자치도 춘천시 봉의동 중앙로1,강원특별자치도 춘천시 봉의동 15,37.88007292,127.7279078,40,카니발+스타렉스+스타리아,35,5,1577-2014,http://call.gwd.go.kr,강원특별자치도 광역 교통약자,00:00,23:59,06:00,23:59,00:00,23:59,00:00,23:59,"관외: 개인목적이용 하루전, 병원목적이용시 일주일전부터 예약가능(하루 3건까지)+관내: 주말,공휴일 00~06사이 이용 시 사전예약(하루 3건까지)",휠체어 미사용자 이용 불가능(중증보행장애인인 경우 휠체어사용유무 이용 제한 없음),원주시 전지역,서울 대학병원 및 종합병원+경기 대학병원 및 종합병원+강원특별자치도 전역+원주시 인접 시군(제천+충주+여주+영월+양평+횡성),중증보행장애인+65세 이상 휠체어 이용자+일시적 휠체어 이용자,"관내(4km까지 1,100원 추가 1km당 100원, 최대 3,400원) +관외(시외버스요금의 2배(유료도로 통행료: 이용자 부담)",원주시시설관리공단 교통사업부 특별교통수단팀,033-749-4811,2025-11-25,4191000,강원특별자치도 원주시
전남지체장애인협회 영암군지회,전라남도 영암군 영암읍 영암로 1527,전라남도 영암군 영암읍 교동리 50-2,34.79496124,126.6969605,6,카니발,6,0,1899-1110,해당없음,없음,10:00,18:00,10:00,18:00,08:00,18:00,08:00,17:00,전일,,영암군,전라남도+광주광역시,"「장애인복지법 시행규칙」제2조제1항에 따른 장애의 정도가 심한 장애인(「장애인복지법 시행규칙」제28조제1항에 따라 보건복지부장관이 정하는 보행상 장애가 있는 사람에 한한다)으로서 대중교통수단의 이용이 어려운 사람, 65세 이상으로서 대중교통수단의 이용이 어려운 사람임산부으로 대중교통수단의 이용이 어려운 사람일시적으로 휠체어를 이용하는 사람으로서 대중교통수단의 이용이 어려운 사람",기본요금(2Km)500원+추가운임(1km당)100원+ 추가운임없음(통행료(고속도로+유료도로)+주차료+콜요금+시간할증요금),전라남도 영암군청,061-470-2356,2025-11-01,4940000,전라남도 영암군
경상남도광역이동지원센터,경상남도 창원시 의창구 우곡로 209(명서동),경상남도 창원시 의창구 명서동 209-3,35.2396723,128.6475949,432,스타렉스+카니발,418,14,1566-4488,해당없음,경남특별교통수단,21:00,23:59,21:00,23:59,00:00,23:59,00:00,23:59,1일,시군별 상이,전역,경남 전역+광양+구례+남원+장수+무주+김천+성주+고령+대구+청도+울산+부산(시군별 상이),중증보행상장애인+65세 이상 노약자+임산부(시군별 상이),관내(시내버스요금의 2배 이내)+관외(시외버스요금의 2배 이내),경상남도청,055-211-4165,2025-11-26,6480000,경상남도
여수시교통약자이동지원센터,전라남도 여수시 반월길 72,전라남도 여수시 무선로 264-1(화장동),34.77702358,127.6554623,27,카니발 및 스타리아,27,0,061-287-8340,www.doumcall.kr,전라남도광역이동지원센터,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,365일,서류제출거부+ 탑승자불일치+ 대중교통이용가능자,여수시 관내,전남 광주,장애의 정도가 심한 장애인+ 65세 이상 고령자+ 임산부 등 대중교통 이용이 어려운 사람,기본요금(2km까지 500원+ 주행요금 1km 당 100원),전라남도 여수시청,061-659-4129,2024-12-18,4810000,전라남도 여수시
강릉시교통약자이동지원센터,강원특별자치도 강릉시 원대로26번길 31,강원특별자치도 강릉시 교동 934-1,37.758547,128.8846696,33,카니발+쏠라티,32,1,1577-2014,http://call.gwd.go.kr,강원 교통약자 광역이동지원센터,09:00,16:00,09:00,16:00,00:00,23:59,00:00,23:59,최소 1일전,예약당일취소 또는 현장취소가 3회 초과 시 5일 제한+일반인만 승차하는 경우10일 제한 등,강릉시 전지역,강원특별자치도 전지역+서울특별시,중증보행장애인+휠체어 이용자+교통약자를 동반하는 가족 및 보호자,"기본 4㎞ 이내 기본요금 1100원 외 1Km당 100원 추가+시설이용료(통행료,주차료등)와 대기료(1시간 무료,30분당 2000원, 최대 4시간 대기가능)은 이용자 추가 부담",(사)한국지체장애인협회 강릉시지회,033-644-9331,2026-02-25,4201000,강원특별자치도 강릉시
정선군교통약자이동지원센터,강원특별자치도 정선군 정선읍 녹송2길 50,강원특별자치도 정선군 정선읍 애산리 432-309,37.38230943,128.673439,9,카니발,9,0,1577-2014,http://call.gwd.go.kr,,09:00,18:00,09:00,18:00,07:00,22:00,07:00,21:59,최소 1일전,예약당일취소 또는 현장취소가 월 3회 초과 시 1개월 제한+비장애인만 승차하는 경우,정선군전지역,강원특별자치도내 전지역 강원특별자치도외는 상급병원방문시 가능,장애의 정도가 심한 장애인 중 보행불편 장애인+임산부+만65세이상 고령자 중 휠체어 이용자+교통약자를 동반하는 가족 및 보호자,관내지역(기본 4㎞)기본요금 1100원외 1Km당 100원 추가+관외지역 기본요금 1100원외 1Km당 100원 추가+시설이용료(통행료+주차료등)와 대기료(1시간 무료+30분당 2000원+최대 4시간 대기가능)은 이용자 추가 부담,강원특별자치도 정선군청,033-563-2401,2026-02-10,4291000,강원특별자치도 정선군
예산군 교통약자이동지원센터,"충청남도 예산군 예산읍 역전로 132, 5층",충청남도 예산군 예산읍 산성리 841,36.6909791256,126.8302448948,12,카니발,12,0,1644-5588,해당없음,없음,09:00,18:00,00:00,00:00,07:00,19:00,09:00,18:00,2일,,예산군 전지역,충청남도,대중교통이용이 어려운 정도가 심한 보행 장애인 및 65세 노인+임산부+일시적 장애인 등,관내지역(2km까지 기본요금 1000원+추가요금 1km당 130원)+ 관외지역(1km당 260원),충청남도 예산군청,041-339-7693,2026-01-14,4610000,충청남도 예산군
오산시교통약자이동지원센터,경기도 오산시 경기동로 15,경기도 오산시 오산동 49,37.156843,127.0726163,23,그랜드 카니발+그랜드 스타렉스+모닝+올뉴카니발+더뉴카니발+코나 일렉트릭+카니발 하이브리드,17,0,031-378-7816,https://ggsts.gg.go.kr/front/index.do,경기도광역이동지원시스템,09:00,18:00,08:00,12:00,00:00,23:59,08:00,19:00,광역:1일+관내:7일,"장애인등록증 미소지자나 유효기간 경과자+운전원의 정당한 본인확인 요구를 거부하거나, 신청인 본인이 아닌 다른 사람에게 차량을 양도하는 경우+도로교통을 이용할 때 타인의 지속적인 보호관찰이 필요한 이용자가 보호자 없이 탑승하는 경우+2열 보호자석(1개 좌석) 이상의 물건을 적재하는 경우+상담원 운전원에게 폭언, 폭행, 욕설, 성희롱 등을 하는 경우+상담원의 상담이나 접수를 방해하거나 장난 전화를 주기적으로 할 경우+이동지원센터와 특별교통수단의 기",오산시,서울특별시+경기도+인천광역시,"특별교통수단:1. 「교통약자의 이동편의 증진법 시행규칙」 제6조제1항에 따른 중증보행장애인으로 [별표1]에 따른 이용자+2. 대중교통을 이용하기 어려워 휠체어 이용이 필요하다는 내용이 명시된 의학적 진단서(의료법 제3조에 따른 종합병원급 이상에서 발급)를 제출한 휠체어 이용자+3. 제1호에 따른 중증보행장애인 중 중복장애의 경우 주장애 또는 부장애 중 어느 하나가 심한 장애이면서 중복 장애 중 보행상 장애가 있는 장애인+4. 제1호~제3호에 해당하는 교통약자를 동반하는 가족 및 보호자+대체수단:비휠체어 장애인+국가유공자 상이등급 3급 이상에 해당하는 사람으로 대중교통의 이용이 어려운 사람+대중교통 이용이 어렵다는 의학적 진단서를 제출한 장애인 또는 국가유공자, 65세 이상, 임산부","이용요금의 기본구간은 경기도 시내버스 요금을 적용하고, 10km 초과 시 5km당 100원으로 정함.(주차료는 이용자 부담 원칙)",경기도 오산시,031-8036-7714,2025-11-24,4000000,경기도 오산시
연천군교통약자이동지원센터,"경기도 연천군 전곡읍 선사로 14-71, 어린이교통랜드 2층",경기도 연천군 전곡읍 전곡리 687-2,38.0154513,127.058533,13,카니발,13,0,031-835-1155,ggsts.gg.go.kr,경기도 광역이동지원시스템,07:00,22:00,07:00,22:00,00:00,23:59,00:00,23:59,사용 1일전,"① 이용자가 다음 각호의 어느 하나를 누적 위반 시 광역 및 시군센터 간 협의를 통해 발생일로부터 차량 이용을 제한할 수 있다.1. 장애인등록증 미소지자나 유효기간 경과자  가. 장애인등록증 미소지: 3회 누적 시 7일 이용제한  나. 유효기관 경과: 유효기간 갱신 시까지 이용 제한2. 운전원의 정당한 본인확인 요구를 거부하거나, 신청인 본인이 아닌 다른 사람에게 차량을 양도하는 경우  가. 1회: 당일 이용 제한  나. 2회: 3일간 이용 제",연천군 전지역,경기도+서울+인천+강원도 철원,"① 특별교통수단 이용대상자는 다음 각호와 같이 규정한다. 1. 「교통약자의 이동편의 증진법 시행규칙」 제6조제1항에 따른 중증보행장애인으로 [별표1]에 따른 이용자 2. 대중교통을 이용하기 어려워 휠체어 이용이 필요하다는 내용이 명시된 의학적 진단서(의료법 제3조에 따른 종합병원급 이상에서 발급)를 제출한 휠체어 이용자 3. 제1호에 따른 중증보행장애인 중 중복장애의 경우 주장애 또는 부장애중 어느 하나가 심한 장애이면서 중복 장애 중 보행상 장애가 있는 장애인 4. 제1호~제3호에 해당하는 교통약자를 동반하는 가족 및 보호자② 대체수단 중 교통약자전용차량의 이용대상자는 다음 각호와 같이 규정한다. 1. 제1항제1호에서 정하고 있는 사람 중 휠체어를 이용하지 않는 사람 2. 그 외에 시군 조례로 정한 교통약자 3. 제2항 제1호 및 제2호에 해당하는 교통약자를 동반하는 가족 및 보호자③ 제1항 및 제2항에 따른 이용자임에도 불구하고 위급한 상황 발생 시에는 「응급의료에 관한 법률」에서 제시하고 있는 구급차를 이용해야 한다. ④ 제1항에 따른 이용대상자 중 휠체어를 이용하지 않는 사람은 특별교통수단 및 대체수단을 동시에 접수하여 이용할 수 없다. ⑤ 제1항 및 제2항에 따른 의학적 진단서는 의료법 제3조에 따른 종합병원급이상에서 발급한 진단서를 말한다. 다만, 광역시행 이전(’23. 10. 4. 이전) 이용자가 수술받은 병원(단, 의료법 제3조에 따른 병원급만 인정)에서 발급한 진단서의 유효기간이 남은 경우 이를 인정한다. ⑥ 제5항에 따른 진단서에는 대중교통 이용이 어렵고 휠체어 이용이 필요하다는 내용과 그 기간이 명확한 숫자로 명시되어야 한다. 다만, 기간이 명시되지 않은 경우 그 효력은 진단서 발급일로부터 6개월로 본다. ⑦ 제1항 및 제2항에 따른 가족 및 보호자 탑승 가능 인원은 차량 내 탑승할 수 있는 좌석 수 범위 내에서 운전원을 제외한 인원으로 한다. ⑧ 제1항에도 불구하고 의료법 제3조에 따른 종합병원급 이상에서 진단서를 발급받기 위해 특별교통수",1500원(기본)+10KM  초과시 5KM당 100원 추가,"경기도 교통약자 광역이동지원센터, 연천군시설관리공단 교통약자이동지원센터",031-835-1155,2025-11-24,4140000,경기도 연천군
속초시 한국지체장애인협회 특별교통수단 이동지원센터,강원특별자치도 속초시 원암학사평길74,강원특별자치도 속초시 노학동 1073-63,38.20619232,128.5156764,14,그랜드스타렉스+그랜드카니발+저상슬로프,14,0,1577-2014,해당없음,강원 교통약자 광역이동지원센터,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일,차량이용자 외 이용불가,속초시 관내,강원특별자치도 시군 및 서울특별시,보행상 중증(1 ~3급)장애인+65세 이상 중 독립적 보행이 어려우며 대중교통 이용이 어려운 사람+65세 이상 중 일시적으로 휠체어를 이용하는 사람+보호자 및 가족,기본요금 4km당 1100원+초과요금 1km당 100원,강원특별자치도 속초시,033-639-2366,2025-11-10,4231000,강원특별자치도 속초시
이천시교통약자이동지원센터,경기도 이천시 서희로 11,경기도 이천시 중리동 449,37.27651279,127.4407936,26,그랜드카니발+올뉴카니발+4세대카니발,26,0,1899-0017,https://www.2000happydream.or.kr,동행누리센터,08:00,19:00,09:00,18:00,00:00,23:59,09:00,18:00,7일,부득이한 사유로 예약을 취소하고자 할 때에는 늦어도 차량이용 일시의 24시간 이전에 취소하여야한다(30일)+승차할 때에 운전원에게 신분증을 제시하여 본인임을 확인시켜야 한(30일)+목적지 변경 또는 이용신청청을 취소할 경우에는 센터에 즉시 통보하여 승인을 받아야 한다(30일)+요금을 미납한 경우에는 이용하기 전까지 완납하여야 이용할 수 있다(요금완납시)+하차시 요금미터기에 표시된 요금을 확인한 후 운전원에게 납부하여야 한다(요금완납시),이천시 전지역,서울특별시+경기도+인천광역시+강원도원주+충북충주+충북음성,「보행상 장애 표준 기준표」에 해당하는 장애인(장애인증명서 제출)+ 「보행상 장애 표준 기준표」에 해당하지 않는 장애인(진단서 제출)+65세 이상 고령자 중 대중교통 이용이 어려운 사람(진단서 또는 장기요양등급인정서(1~3급)제출)+임산부로서 대중교통 이용이 어려운 사람(진단서 제출)+국가유공자로서 대중교통 이용이 어려운 사람(진단서 제출)+교통약자를 동반하는 2인 이내의 가족 및 보호자,(기본요금) 1500원+(추가요금) 5km 당 100원+(왕복운행시 대기료) 시간당 1000원(2시간 이내)+대기시간 초과요금 10분당 1000원(증빙자료 미제출시)+고속도로통행료 및 유료주차장 사용료 이용자 부담,경기 이천시시설관리공단,1899-0017,2024-10-02,B553081,이천시시설관리공단
구례군 교통약자 이동지원센터,전라남도 구례군 구례읍 서시천로 106 (사)전남지체장애인협회 구례군지회 1층,전라남도 구례군 구례읍 봉북리 1423-1 (사)전남지체장애인협회 구례군지회 1층,35.2166161,127.4668741,3,카니발(중형승합),3,0,1899-1110,www.jnwf.kr,전남광역콜 앱,08:00,23:00,09:00,18:00,08:00,18:00,09:00,18:00,하루전 18시,장애인콜택시 이용등록후 이용,구례군 전역,광주광역시+전라북도 남원시+경상남도 하동군,장애정도심한장애인+65세이상+대중교통이용이 어려운자+임산부+일시적휠체어 이용자,기본:500원(2Km)초과:100원(1Km당),전라남도 구례군청,061-780-2483,2024-08-12,4870000,전라남도 구례군
교통편의관리소,경상남도 창원시 성산구 원이대로 450,경상남도 창원시 성산구 중앙동 1,35.2340071310,128.6647353695,107,"스타렉스100대, 카니발 7대",83,24,1566-4488,-,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,1,"당일 즉시 이용자 또는 예약자로서 차량 도착 후 이용 취소차량 도착 후 30분 이내에 승차하지 않은 경우가 3회 이상예약시간으로부터 1시간 이내 예약 취소가 3회 이상이용신청 없이 운전원과 직접 연락하여 치량을 이용무임승차가 2회 이상인 경우교통약자와 동반할 목적이 아닌 일반인의 동승 및 중도 하차 요구치료 목적 이외에 사적인 용무로 경상남도를 벗어난 자상담원, 운전원에 대한 욕설, 폭언,폭행, 성적 희롱 2회 이상의도적으로 특별교통수단 운행을",창원 전역,"밀양시,김해시,진주시통영시,사천시,거제시양산시,창녕군,의령군함안군,고성군,남해군하동군,산청군,함양군거창군,합천군,김해공항부산광역시","창원시를 방문한 교통약자(출발이나 도착하는 곳이 창원시인 경우)장애1급,2급65세이상,임산부(대중교통 이용이 어렵다는 의사소견서 지참 시 이용가능)일시적 휠체어 이용자","기초수급자(1,000원 정액제)시내구간 이용요금(1,500원 정액제-시내버스요금 인상 시 연동 적용)시외구간 이용요금밀양시(6,900원), 김해시(3,800원), 진주시(5,900원), 통영시(9.900원), 사천시(6,300원), 거제시(13,700원), 양산시(5,100원), 창녕군(4,400원), 의령군(4,600원), 함안군(2,700원), 고성군(7,600원), 남해군(11,000원), 하동군(11,800원), 산청군(10,600원), 함양군(13,700원), 거창군(15,000원), 합천군(10,300원), 김해공항(5,400원), 부산광역시(6,700원)",창원시,055-225-4314,2020-12-02,B553892,창원시설공단
대구시달서구장애인이동지원센터,대구광역시 달서구 월성로 77,대구광역시 달서구 월성동 86,35.83004237,128.528337,1,스타렉스,1,0,053-634-7230,해당없음,,09:00,18:00,09:00,00:00,09:00,18:00,09:00,00:00,6일,주말 이용불가,대구광역시 전지역,,대구시 달서구내 등록장애인,무료,대구광역시 달서구청,053-667-2564,2025-09-01,3470000,대구광역시 달서구
경주시교통약자이동지원센터,경상북도 경주시 화랑로 10(성건동),경상북도 경주시 성건동 411-16,35.84440914,129.201709,26,카니발 26대,26,0,054-777-2811,해당없음,,09:00,18:00,09:00,18:00,00:00,00:00,09:00,18:00,7일~1일 전,이용자 본인이 아니거나 증빙자료가 사실과 다를 경우+보호 장구를 설치함에도 불구하고 이동 시 안전상 문제가 발생할 소지가 높은 경우 등,경주시 전역,"경상북도, 대구광역시, 울산광역시",「장애인복지법 시행규칙」 제2조제1항에 따른 장애의 정도가 심한 장애인으로 대중교통의 이용이 어려운 사람+65세 이상 고령자로 버스 등의 이용이 어려운 사람+사고/질병 등 일시적 장애로 휠체어를 이용하는 사람으로서 대중교통의 이용이 어려운 사람+규정에 해당하는 교통약자를 동반한 가족 및 보호자+그 밖에 특별교통수단 이용이 필요하다고 인정되는 사람,기본(4km) 1200+ 초과 1km 당 180원,경상북도 경주시 + 경상북도 경주시 장애인단체협의회,054-777-2811,2025-08-20,5050000,경상북도 경주시
전라남도지체장애인협회 보성군지회,전라남도 보성군 보성읍 현충로 186,,34.77417491,127.0865911,8,"카니발(7),스타리아(1)",8,0,1899-1110,해당없음,,08:00,18:00,08:00,17:00,08:00,18:00,08:00,17:00,1일전,,보성군 전역,광주광역시+인접시군,장애인1~2급+장애인1~2급보호자+65세이상노약자(대중교통이용이 어려운자),기본요금(2km까지) 500원+추가요금(1km당)100원+상한 1000원,전라남도 보성군,061-850-5514,2025-08-19,4890000,전라남도 보성군
완주군 교통약자이동지원센터,전북특별자치도 완주군 봉동읍 봉동동서로 89 1층,,35.9370328,127.1622523,14,카니발+스타렉스,14,0,063-227-0002,https://0632270002.com/,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,없음,,,,보행상 장애인+65세이상 장기요양등급 1~3(휠체어 이용시)+임산부+일시적 휠체어 이용자,"권역 내 상한액 2,000원+기본요금(2km) 700원+주행요금 km당 100원+권역 외 기본요금(2km) 700원+주행요금 km당 100원+통행료 및 주차료 등 이용자 부담+대기료 권역외 30분당 2,500원(1시간 무료)+전라북도 외 30분당 2,500원(2시간 무료)",전북지체장애인협회 완주군지회,063-227-0002,2025-08-17,4721000,전북특별자치도 완주군
장흥군교통약자이동지원센터,전라남도 장흥군 안양면 우드랜드길 288,전라남도 장흥군 안양면 기산리 산 89,34.66765921,126.9446115,8,카니발,8,0,1899-1110,http://www.doumcall.kr,전라남도광역이동지원센터,09:00,18:00,09:00,18:00,08:00,18:00,08:00,17:00,1일,평일 08:00∼18:00(9시간)+토요일 08:00∼17:00(8시간)+예약콜 오전1/오후1+토요일 관외 강진/보성만 이용가능(그 외 지역 이용불가),장흥군 소재지,전라남도+광주광역시,"장애의 정도가 심한 장애인+임산부로서 대중교통수단의 이용이 어려운 사람+일시적 휠체어 이용자 중 대중교통수단 이용이 어려운 사람+장기요양등급 1 ~2등급 판정자+65세 이상으로 대중교통수단의 이용이 어려운 사람+첨부서류 : 진단서(신경과. 신경외과. 재활의학과. 정형외과)+교통약자의 법적 정의 : 장애인, 고령자, 임산부, 영유아를 동반한 사람, 어린이 등 일상생활에서 이동에 불편을 느끼는 사람","운행구역 : 장흥군 및 전남도내(광주광역시포함)+기본요금 : 2km까지 500원+이후(추가)요금 : 1km까지 100원+통행료 및 주차료 : 장흥군부담+요금적용 : 관내, 관외동일+관내요금 : 거리와 관계없이 최고요금 1000원+관외요금 : 시외버스 요금",전라남도 장흥군,061-860-6201,2025-05-28,4910000,전라남도 장흥군
무안군교통약지이동지원센터,전라남도 무안군 무안읍 면성1길 27,전라남도 무안군 무안읍 성내리 174-10,34.99186126,126.478132,12,카니발장애인차,12,0,1899-1110,http://www.doumcall.kr/,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,24시간 전,예약 후 당일 취소 및 연락불가시 이용제한,관내 전지역,전라남도,65세이상 대중교통이용 불가능자중복3급이상 중증장애인임산부일시적 휠체어 이용자,2km 500원+1km당 100원,사단법인 무안군장애인협회,061-454-8818,2025-04-21,4950000,전라남도 무안군
사)한국지체장애인협회 함평군지회,전라남도 함평군 함평읍 남일길 238-61,전라남도 함평군 함평읍 대덕리 21-5,35.07582913,126.512894,5,창림저상슬로프장애인차(카니발+카니발+카니발+카니발),4,0,1899-1110,해당없음,,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,1일,최초이용시 증빙서류 첨부해 사용자 등록,함평군 일원,전남 도내+광주광역시,장애정도가 심한(보행상) 장애인+65세 이상의 어르신+일시적 휠체어 이용자(버스 이용이 어려운 사람),기본요금(2㎞까지) : 500원+1000원(심야)/추가요금(1㎞당) : 100원+200원(심야),전라남도 함평군청,061-320-1753,2025-05-14,4960000,전라남도 함평군
파주시 교통약자이동지원센터,경기도 파주시 시민회관길 33,경기도 파주시 금촌동 927,37.7592016315,126.7807224813,41,카니발+쏠라티,40,1,080-699-6199,https://ggsts.gg.go.kr,경기도 광역이동지원시스템,00:00,00:00,00:00,00:00,00:00,23:59,00:00,23:59,없음,일일 최대 4회+고객이 출발지(호출장소)에 없거나 연락이 안되는 경우+차량이 배차된 후에 이용을 취소한 경우+상담원 및 운전원의 정당한 요구 및 안내에 불응하는 경우+보호자가 필요한 이용자임에도 보호자 없이 탑승하려는 경우+센터 등록 고객이 배차 접수 후 타인이 대리 탑승하려는 해위 등 부정 탑승행위 적발 시 등,파주시전지역,경기도+서울특별시+인천광역시,중증보행장애인+휠체어이용자(진단서첨부)+교통약자를 동반하는 가족 및 보호자+임산부+대중교통이용이 어려운자(진단서첨부),(특별교통수단)기본요금 1500원+추가요금 10km 초과시 5km당 100원+(바우처택시 관내)기본요금 1200원 정액제+(바우처택시 관외)기본요금 1200원+추가요금 5km당 100원,경기도 파주시청,031-940-5461,2025-06-13,4060000,경기도 파주시
장수군 이동지원센터,전북특별자치도 장수군 장수읍 신천로 79,전북특별자치도 장수군 장수읍 노하리 376,35.65392867,127.517936,4,카니발,4,0,063-227-0002,http://www.0632270002.com/,전북특별자치도 광역이동지원센터 승객용앱,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,7일,당일 즉시 이용고객 또는 예약자로서 차량 도착 후 이용 취소한 자_① 당일 이용제한(당일 즉시 이용고객 또는 예약자로서 차량 도착 후 이용 취소한 자)+② 10일 이용제한(차량 도착 후 10분 이내에 승차하지 않은 경우가 3회 이상인 자)+③ 1개월 이용제한(예약시간으로부터 1시간 이내 예약 취소가 3회 이상인 자+이용신청 없이 운전원과 직접 연락하여 차량을 이용한 자+무임승차가 2회 이상인 자+이용객과 동반할 목적이 아닌 일반인의 동승 및 중,전 지역,전국,보건복지부 고시 제2019-117호+장애정도판정기준표를 기준으로 정함+보행상 장애가 있는 장애정도가 심한(기존 1~3급)장애인+임산부 및 사고나 질병으로 인한 일시적 장애로 휠체어를 사용하는 사람(일시적 장애) 진단서(소견서)첨부,관내[기본요금 2km까지 700원+주행요금(2km 초과 시) 기본요금 700원 외 1km당 100원 추가+최대 2000원]+관외[기본요금 700원+주행요금(2km 초과 시) 기본요금 700원 외 1km당 100원 추가+최대 시외버스 요금의 2배 부과]_차량 도착 후 취소한 경우_과태료 부과(4000원)+차량 도착 후 아무런 연락 없이 10분 이상 이용하지 않은 경우:과태료 부과(4000원)+사전 예약 후 예약시간으로부터 1시간 이내에 예약을 취소한 경우_과태료부과(4000원)+이용신청 없이 운전원과 직접 연락하여 차량을 이용한 경우_이용제한 1주일+무임승차를 한 경우_이용제한 1주일+상담원+ 운전원에 대하여 욕설+ 폭언_폭행_성적 희롱을 한 경우_이용제한 1주일+방뇨_오물투기 등 의도적으로 차량의 운행을 방해하는 경우_이용제한 1주일+광역이동지원센터에 방문하여 무단으로 소란을 일으키거나 업무를 방해하는 경우_이용제한 1주일+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우_이용제한 1주일+이용객과 동반할 목적이 아닌 비장애인을 동승시키는 경우(기간에 관계없이 2회 적발시)_이용제한 1년,전북특별자치도 장수군청 건설교통과,063-350-2566,2025-06-02,4751000,전북특별자치도 장수군
화천군 교통약지이동지원센터,강원특별자치도 화천군 화천읍 상승로 37-12,강원특별자치도 화천군 화천읍 하리 34-7,38.10489991,127.703617,5,카니발,5,0,1577-2014,gwd.go.kr,강원 교통약자 광역이동지원센터,09:00,18:00,00:00,00:00,00:00,23:59,00:00,23:59,이용7일전,,화천군전역,강원특별자치도내,보행상 중증장애인+65세이상 노약자+임산부 등,기본요금 1100원 외 4km초과당 100원 추가+유료도로 통행로는 이용자 부담,강원특별자치도 화천군,033-442-0508,2025-06-11,4311000,강원특별자치도 화천군
충주시특별교통수단이동지원센터(출근),충청북도 충주시 목행산단2로 18,충청북도 충주시 금릉동 206-37,37.00169614,127.9180329,29,스타렉스+카니발+대형버스,29,0,1533-0220,해당없음,충북광역교통약자,07:30,08:30,00:00,00:00,00:00,23:59,00:00,23:59,관내 1일+관외 3일,해당없음,충북 전역,원주+서울+여주+문경,"심한장애인 중 보행상 장애가 있는자+65세이상 휠체어 이용자(장기요양1,2등급자 및 휠체어 복지용구 제공받은자)+국가유공 상이1-2급",기본 5㎞ 1000원(추가 1㎞당 200원),충청북도 충주시 노인장애인과,043-850-6822,2025-05-31,4390000,충청북도 충주시
